Accession;Org_location;Geo_Location;Country;USA;Host;Host family;Tissue_Specimen_Source;Collection_Date;Total Monthly Precipitation;Monthly Maximum Temperature;Monthly Minimum Temperature
OZ201897;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;04-08-2016;3.98;29.3;17.7
OZ201918;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;04-08-2016;3.98;29.3;17.7
OZ201922;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;04-08-2016;3.98;29.3;17.7
OQ721251;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;08-08-2016;0.78;29.1;12.7
OQ721256;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;08-08-2016;0.78;29.1;12.7
OQ721469;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;08-08-2016;0.78;29.1;12.7
OQ721614;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;08-08-2016;0.78;29.1;12.7
OQ721824;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;08-08-2016;0.78;29.1;12.7
OZ201623;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-08-2016;3.98;29.3;17.7
OZ201626;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-08-2016;3.98;29.3;17.7
OZ201638;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;08-08-2016;3.98;29.3;17.7
OZ201640;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-08-2016;3.98;29.3;17.7
OZ201690;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-08-2016;3.98;29.3;17.7
OZ201696;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-08-2016;3.98;29.3;17.7
OZ201698;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-08-2016;3.98;29.3;17.7
OQ721702;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;09-08-2016;0;33.5;14.5
OZ201594;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;09-08-2016;3.98;29.3;17.7
OZ201604;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;09-08-2016;3.98;29.3;17.7
OZ201624;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;09-08-2016;3.98;29.3;17.7
OZ201628;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;09-08-2016;3.98;29.3;17.7
OZ201695;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;09-08-2016;3.98;29.3;17.7
OZ201697;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;09-08-2016;3.98;29.3;17.7
OZ201711;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;09-08-2016;3.98;29.3;17.7
OZ201712;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;09-08-2016;3.98;29.3;17.7
OZ201716;USA;USA:Connecticut;USA;CT;Culiseta morsitans;Culicidae;;09-08-2016;3.98;29.3;17.7
OZ201381;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;10-08-2016;3.98;29.3;17.7
OZ201709;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;10-08-2016;3.98;29.3;17.7
OZ201768;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;10-08-2016;3.98;29.3;17.7
MH507684;USA;USA: San_Diego,California;USA;CA;;Culicidae;pooled insects;11-08-2016;0.01;30.6;17.4
OQ721327;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;15-08-2016;0.78;29.1;12.7
OQ721514;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;15-08-2016;0.78;29.1;12.7
OZ201706;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;15-08-2016;3.98;29.3;17.7
OZ201366;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;16-08-2016;3.98;29.3;17.7
OZ201371;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;16-08-2016;3.98;29.3;17.7
OZ201713;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;16-08-2016;3.98;29.3;17.7
OZ201347;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;17-08-2016;3.98;29.3;17.7
OZ201424;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;17-08-2016;3.98;29.3;17.7
OZ201441;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;17-08-2016;3.98;29.3;17.7
OZ201445;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;17-08-2016;3.98;29.3;17.7
OZ201447;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;17-08-2016;3.98;29.3;17.7
OZ201454;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;17-08-2016;3.98;29.3;17.7
OZ201858;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;17-08-2016;3.98;29.3;17.7
OZ201868;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;17-08-2016;3.98;29.3;17.7
OZ201339;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;18-08-2016;3.98;29.3;17.7
OZ201795;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;18-08-2016;3.98;29.3;17.7
OZ201872;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;18-08-2016;3.98;29.3;17.7
OQ721253;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;22-08-2016;0.78;29.1;12.7
OQ721461;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;22-08-2016;0.78;29.1;12.7
OZ201380;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;22-08-2016;3.98;29.3;17.7
OZ201410;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;22-08-2016;3.98;29.3;17.7
OZ201496;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;22-08-2016;3.98;29.3;17.7
OZ201850;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;22-08-2016;3.98;29.3;17.7
OZ201855;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;22-08-2016;3.98;29.3;17.7
OZ201863;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;22-08-2016;3.98;29.3;17.7
OZ201458;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;23-08-2016;3.98;29.3;17.7
OZ201838;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;23-08-2016;3.98;29.3;17.7
OZ201867;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;23-08-2016;3.98;29.3;17.7
OZ201870;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;23-08-2016;3.98;29.3;17.7
OZ201828;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;24-08-2016;3.98;29.3;17.7
OZ201851;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;24-08-2016;3.98;29.3;17.7
OZ201468;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;25-08-2016;3.98;29.3;17.7
OZ201857;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;25-08-2016;3.98;29.3;17.7
OZ201459;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;29-08-2016;3.98;29.3;17.7
OZ201737;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;29-08-2016;3.98;29.3;17.7
OZ201749;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;29-08-2016;3.98;29.3;17.7
OZ201465;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-08-2016;3.98;29.3;17.7
OZ201473;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-08-2016;3.98;29.3;17.7
OZ201501;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-08-2016;3.98;29.3;17.7
OZ201793;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-08-2016;3.98;29.3;17.7
OZ201341;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;31-08-2016;3.98;29.3;17.7
OZ201462;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;31-08-2016;3.98;29.3;17.7
KY652382;Turkey;Hatay Province, Turkey;Turkey;;Clanga pomarina;Culicidae;heart;01-09-2016;3.1;30.7;23.7
KY711338;Turkey;Hatay Province, Turkey;Turkey;;Clanga pomarina;Culicidae;spleen, abdominal cavity;01-09-2016;3.1;30.7;23.7
KY711339;Turkey;Hatay Province, Turkey;Turkey;;Clanga pomarina;Culicidae;kidney, abdominal cavity;01-09-2016;3.1;30.7;23.7
OZ201348;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;01-09-2016;2;25;13.6
OZ201478;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;06-09-2016;2;25;13.6
OZ201356;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;07-09-2016;2;25;13.6
OZ201369;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;07-09-2016;2;25;13.6
OZ201451;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;07-09-2016;2;25;13.6
OZ201466;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-09-2016;2;25;13.6
OZ201476;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-09-2016;2;25;13.6
OQ721416;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;12-09-2016;0.19;26.4;9.7
OZ201471;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;12-09-2016;2;25;13.6
OZ201503;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;12-09-2016;2;25;13.6
OZ201705;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;12-09-2016;2;25;13.6
OZ201715;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;12-09-2016;2;25;13.6
OZ201865;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;12-09-2016;2;25;13.6
OZ201614;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;13-09-2016;2;25;13.6
OZ201622;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;13-09-2016;2;25;13.6
OZ201694;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;13-09-2016;2;25;13.6
OZ201714;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;13-09-2016;2;25;13.6
OZ201439;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;14-09-2016;2;25;13.6
OZ201720;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;14-09-2016;2;25;13.6
OZ201724;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;14-09-2016;2;25;13.6
OZ201733;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;14-09-2016;2;25;13.6
OZ201455;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;15-09-2016;2;25;13.6
OZ201730;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;19-09-2016;2;25;13.6
OZ201309;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;20-09-2016;2;25;13.6
OZ201318;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;20-09-2016;2;25;13.6
OZ201721;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;20-09-2016;2;25;13.6
OZ201729;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;20-09-2016;2;25;13.6
OZ201323;USA;USA:Connecticut;USA;CT;Aedes albopictus;Culicidae;;21-09-2016;2;25;13.6
OZ201408;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;21-09-2016;2;25;13.6
OZ201719;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;21-09-2016;2;25;13.6
OZ201726;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;21-09-2016;2;25;13.6
OZ201382;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;22-09-2016;2;25;13.6
OZ201389;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;22-09-2016;2;25;13.6
OZ201390;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;22-09-2016;2;25;13.6
OZ201393;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;22-09-2016;2;25;13.6
OZ201600;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;27-09-2016;2;25;13.6
OZ201328;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;28-09-2016;2;25;13.6
OQ721566;USA;USA: Sacramento, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;23-05-2017;0.15;27.9;12
OQ721120;USA;USA: Sacramento, California;USA;CA;Aphelocoma californica;Bird;tissue;07-06-2017;0.26;32.7;15.4
MK251052;Turkey;Northern Anatolia, Turkey;Turkey;;Culex pipiens;Culicidae;;22-06-2017;2.76;24.5;14.5
MK251051;Turkey;Northern Anatolia, Turkey;Turkey;;Aedes albopictus;Culicidae;;23-06-2017;2.76;24.5;14.5
MK251055;Turkey;Northern Anatolia, Turkey;Turkey;;;Culicidae;;23-06-2017;2.76;24.5;14.5
OQ721574;USA;USA: Sacramento, California;USA;CA;;;tissue;29-06-2017;0.26;32.7;15.4
OZ201567;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;29-06-2017;3.63;25.5;13.6
MK251053;Turkey;Northern Anatolia, Turkey;Turkey;;Aedes albopictus;Culicidae;;05-07-2017;0.41;27.8;16
OQ721176;USA;USA: Sacramento, California;USA;CA;;;tissue;05-07-2017;0;36.2;16.6
OQ721639;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;06-07-2017;0.08;30.8;18.2
OZ201359;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;12-07-2017;4.51;27.5;16.8
OQ721169;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;17-07-2017;0.96;31.8;15.5
OQ721243;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;17-07-2017;0.96;31.8;15.5
OQ721782;USA;USA: Sacramento, California;USA;CA;Culex pipiens;Culicidae;pooled insects;18-07-2017;0;36.2;16.6
OZ201360;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;18-07-2017;4.51;27.5;16.8
OZ201361;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;18-07-2017;4.51;27.5;16.8
OZ201568;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;18-07-2017;4.51;27.5;16.8
OZ201743;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;19-07-2017;4.51;27.5;16.8
OZ201916;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;19-07-2017;4.51;27.5;16.8
OZ201759;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;20-07-2017;4.51;27.5;16.8
MK251054;Turkey;Northern Anatolia, Turkey;Turkey;;;Culicidae;;22-07-2017;0.41;27.8;16
OZ201927;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;24-07-2017;4.51;27.5;16.8
OZ201740;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;27-07-2017;4.51;27.5;16.8
OZ201767;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;27-07-2017;4.51;27.5;16.8
OZ201924;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;27-07-2017;4.51;27.5;16.8
OQ721233;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;31-07-2017;0.96;31.8;15.5
OZ201385;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;31-07-2017;4.51;27.5;16.8
OZ201766;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;31-07-2017;4.51;27.5;16.8
OZ201771;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;31-07-2017;4.51;27.5;16.8
OZ201923;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;31-07-2017;4.51;27.5;16.8
OQ721578;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;01-08-2017;0;34.6;16.7
OZ201654;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;02-08-2017;2.67;26.6;15.2
OZ201764;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;02-08-2017;2.67;26.6;15.2
OZ201778;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;02-08-2017;2.67;26.6;15.2
OZ201781;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;02-08-2017;2.67;26.6;15.2
OZ201783;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;02-08-2017;2.67;26.6;15.2
OZ201785;USA;USA:Connecticut;USA;CT;Ochlerotatus canadensis;Culicidae;;02-08-2017;2.67;26.6;15.2
OQ721656;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;03-08-2017;0;34.6;16.7
OQ721732;USA;USA: Sacramento, California;USA;CA;;;tissue;03-08-2017;0;34.6;16.7
OZ201343;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;03-08-2017;2.67;26.6;15.2
OZ201647;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;03-08-2017;2.67;26.6;15.2
OZ201653;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;03-08-2017;2.67;26.6;15.2
OZ201774;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;03-08-2017;2.67;26.6;15.2
OZ201776;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;03-08-2017;2.67;26.6;15.2
OQ721777;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;04-08-2017;0.13;30.2;17.7
OQ721158;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;07-08-2017;2.38;28;12.9
OZ201779;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;07-08-2017;2.67;26.6;15.2
OZ201782;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;08-08-2017;2.67;26.6;15.2
OZ201355;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;09-08-2017;2.67;26.6;15.2
OZ201787;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;09-08-2017;2.67;26.6;15.2
OZ201333;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;10-08-2017;2.67;26.6;15.2
OZ201524;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;10-08-2017;2.67;26.6;15.2
OZ201336;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;14-08-2017;2.67;26.6;15.2
OQ721544;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;15-08-2017;0.13;30.2;17.7
OZ201335;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;15-08-2017;2.67;26.6;15.2
OZ201388;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;15-08-2017;2.67;26.6;15.2
OZ201407;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;15-08-2017;2.67;26.6;15.2
OZ201486;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;15-08-2017;2.67;26.6;15.2
OZ201491;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;15-08-2017;2.67;26.6;15.2
OZ201507;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;15-08-2017;2.67;26.6;15.2
OZ201395;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;16-08-2017;2.67;26.6;15.2
OZ201396;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;16-08-2017;2.67;26.6;15.2
OZ201411;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;16-08-2017;2.67;26.6;15.2
OZ201452;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;16-08-2017;2.67;26.6;15.2
OZ201480;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;16-08-2017;2.67;26.6;15.2
OZ201485;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;16-08-2017;2.67;26.6;15.2
OZ201505;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;16-08-2017;2.67;26.6;15.2
OZ201736;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;16-08-2017;2.67;26.6;15.2
OZ201831;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;16-08-2017;2.67;26.6;15.2
OZ201837;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;16-08-2017;2.67;26.6;15.2
OZ201467;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;17-08-2017;2.67;26.6;15.2
OZ201718;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;17-08-2017;2.67;26.6;15.2
OZ201827;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;17-08-2017;2.67;26.6;15.2
OQ721463;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;21-08-2017;2.38;28;12.9
OZ201708;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;21-08-2017;2.67;26.6;15.2
OZ201717;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;21-08-2017;2.67;26.6;15.2
OZ201822;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;21-08-2017;2.67;26.6;15.2
OZ201823;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;21-08-2017;2.67;26.6;15.2
OQ721374;USA;USA: Sacramento, California;USA;CA;Culex pipiens;Culicidae;pooled insects;22-08-2017;0;34.6;16.7
OZ201704;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;22-08-2017;2.67;26.6;15.2
OZ201832;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;22-08-2017;2.67;26.6;15.2
OZ201420;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;23-08-2017;2.67;26.6;15.2
OZ201422;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;23-08-2017;2.67;26.6;15.2
OZ201723;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;23-08-2017;2.67;26.6;15.2
OZ201739;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;23-08-2017;2.67;26.6;15.2
OZ201824;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;23-08-2017;2.67;26.6;15.2
OZ201920;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;23-08-2017;2.67;26.6;15.2
OZ201925;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;23-08-2017;2.67;26.6;15.2
OQ721766;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;24-08-2017;0.13;30.2;17.7
OZ201493;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;24-08-2017;2.67;26.6;15.2
OZ201603;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;24-08-2017;2.67;26.6;15.2
OZ201914;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;24-08-2017;2.67;26.6;15.2
OZ201919;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;24-08-2017;2.67;26.6;15.2
OZ201928;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;24-08-2017;2.67;26.6;15.2
MH507690;USA;USA: San_Diego,California;USA;CA;;Culicidae;pooled insects;28-08-2017;0.13;30.2;17.7
OZ201432;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;28-08-2017;2.67;26.6;15.2
OZ201555;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;28-08-2017;2.67;26.6;15.2
OZ201559;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;28-08-2017;2.67;26.6;15.2
OZ201745;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;28-08-2017;2.67;26.6;15.2
OZ201596;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;29-08-2017;2.67;26.6;15.2
OZ201598;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-08-2017;2.67;26.6;15.2
OZ201760;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-08-2017;2.67;26.6;15.2
OZ201383;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;31-08-2017;2.67;26.6;15.2
OZ201387;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;31-08-2017;2.67;26.6;15.2
OZ201397;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;31-08-2017;2.67;26.6;15.2
OZ201409;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;31-08-2017;2.67;26.6;15.2
OZ201861;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;31-08-2017;2.67;26.6;15.2
OQ721763;USA;USA: Sacramento, California;USA;CA;Culex pipiens;Culicidae;pooled insects;06-09-2017;0;31.4;15.4
OZ201331;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;06-09-2017;2.18;24.6;13.7
OZ201856;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;06-09-2017;2.18;24.6;13.7
OQ721236;USA;USA: Sacramento, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;08-09-2017;0;31.4;15.4
OQ721631;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;11-09-2017;0.08;27.4;14.9
OZ201363;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;12-09-2017;2.18;24.6;13.7
OZ201873;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;12-09-2017;2.18;24.6;13.7
OZ201372;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;14-09-2017;2.18;24.6;13.7
OZ201849;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;14-09-2017;2.18;24.6;13.7
OZ201852;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;18-09-2017;2.18;24.6;13.7
OZ201354;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;20-09-2017;2.18;24.6;13.7
OZ201853;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;20-09-2017;2.18;24.6;13.7
OZ201370;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;21-09-2017;2.18;24.6;13.7
MH507691;USA;USA: San_Diego,California;USA;CA;;Culicidae;pooled insects;05-10-2017;0.01;27.3;12.6
OZ201864;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;05-10-2017;7.97;20.9;9.1
ON782108;Brazil;Brazil: Itagiba, Bahia;Brazil;;Equus caballus;Horse;;21-04-2018;0;27.8;20.8
MH480668;Brazil;Brazil;Brazil;;Equus caballus;Horse;brain;24-04-2018;5;28.5;21.2
MH480666;Brazil;Brazil;Brazil;;Equus caballus;Horse;brain;26-04-2018;2;28.1;20.8
MH643887;Brazil;Brazil;Brazil;;Equus caballus;Horse;brain;26-04-2018;2;28.1;20.8
MH480669;Brazil;Brazil;Brazil;;Equus caballus;Horse;brain;09-05-2018;34;26.6;19.7
