Accession;Org_location;Geo_Location;Country;USA;Host;Host family;Tissue_Specimen_Source;Collection_Date;Total Monthly Precipitation;Monthly Maximum Temperature;Monthly Minimum Temperature
EF631061;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;28-07-2005;2.26;24.7;15
EF631062;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;28-07-2005;2.26;24.7;15
EF631064;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;28-07-2005;2.26;24.7;15
EF631066;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;28-07-2005;2.26;24.7;15
EF631068;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;28-07-2005;2.26;24.7;15
EF631071;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;28-07-2005;2.26;24.7;15
EF631072;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;28-07-2005;2.26;24.7;15
EF631074;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;28-07-2005;2.26;24.7;15
EF631075;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;28-07-2005;2.26;24.7;15
EF631077;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;28-07-2005;2.26;24.7;15
EF631078;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;28-07-2005;2.26;24.7;15
EF631079;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;28-07-2005;2.26;24.7;15
EF631080;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;28-07-2005;2.26;24.7;15
EF631097;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;29-07-2005;2.26;24.7;15
EF631101;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;29-07-2005;2.26;24.7;15
EF631130;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;01-08-2005;2.19;29.1;17.4
EF631131;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;01-08-2005;2.19;29.1;17.4
EF631111;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;03-08-2005;2.19;29.1;17.4
EF631112;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;03-08-2005;2.19;29.1;17.4
EF631113;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;03-08-2005;2.19;29.1;17.4
EF631114;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;03-08-2005;2.19;29.1;17.4
EF631115;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;03-08-2005;2.19;29.1;17.4
EF631116;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;03-08-2005;2.19;29.1;17.4
EF631117;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;03-08-2005;2.19;29.1;17.4
EF631103;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;04-08-2005;2.19;29.1;17.4
EF631104;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;04-08-2005;2.19;29.1;17.4
EF631125;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;08-08-2005;2.19;29.1;17.4
EF631065;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;09-08-2005;2.19;29.1;17.4
EF631067;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;09-08-2005;2.19;29.1;17.4
EF631069;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;09-08-2005;2.19;29.1;17.4
EF631070;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;09-08-2005;2.19;29.1;17.4
EF631076;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;09-08-2005;2.19;29.1;17.4
EF631081;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;09-08-2005;2.19;29.1;17.4
EF631082;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;09-08-2005;2.19;29.1;17.4
EF631039;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;10-08-2005;2.19;29.1;17.4
EF631098;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;10-08-2005;2.19;29.1;17.4
EF631099;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;10-08-2005;2.19;29.1;17.4
EF631029;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;11-08-2005;2.19;29.1;17.4
EF631030;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;11-08-2005;2.19;29.1;17.4
EF631032;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;11-08-2005;2.19;29.1;17.4
EF631033;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;11-08-2005;2.19;29.1;17.4
EF631034;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;11-08-2005;2.19;29.1;17.4
EF631136;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;11-08-2005;2.19;29.1;17.4
EF631137;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;11-08-2005;2.19;29.1;17.4
EF631138;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;11-08-2005;2.19;29.1;17.4
EF631140;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;11-08-2005;2.19;29.1;17.4
EF631141;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;11-08-2005;2.19;29.1;17.4
EF631142;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;11-08-2005;2.19;29.1;17.4
EF631063;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;16-08-2005;2.19;29.1;17.4
EF631050;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;18-08-2005;2.19;29.1;17.4
EF631051;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;18-08-2005;2.19;29.1;17.4
EF631052;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;18-08-2005;2.19;29.1;17.4
EF631053;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;18-08-2005;2.19;29.1;17.4
EF631054;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;18-08-2005;2.19;29.1;17.4
EF631055;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;18-08-2005;2.19;29.1;17.4
EF631056;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;18-08-2005;2.19;29.1;17.4
EF631057;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;18-08-2005;2.19;29.1;17.4
EF631118;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;18-08-2005;2.19;29.1;17.4
EF631119;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;18-08-2005;2.19;29.1;17.4
EF631120;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;18-08-2005;2.19;29.1;17.4
EF631121;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;18-08-2005;2.19;29.1;17.4
EF631036;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;19-08-2005;2.19;29.1;17.4
EF631037;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;19-08-2005;2.19;29.1;17.4
EF631038;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;19-08-2005;2.19;29.1;17.4
EF631107;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;19-08-2005;2.19;29.1;17.4
EF631108;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;19-08-2005;2.19;29.1;17.4
EF631109;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;19-08-2005;2.19;29.1;17.4
EF631110;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;19-08-2005;2.19;29.1;17.4
EF631040;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;22-08-2005;2.19;29.1;17.4
EF631024;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;23-08-2005;2.19;29.1;17.4
EF631025;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;23-08-2005;2.19;29.1;17.4
EF631026;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;23-08-2005;2.19;29.1;17.4
EF631027;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;23-08-2005;2.19;29.1;17.4
EF631102;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;24-08-2005;2.19;29.1;17.4
MH507990;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;14-07-2009;0;37.9;22.6
MH507991;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;15-07-2009;0;37.9;22.6
MH507993;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;22-07-2009;0;37.9;22.6
MH507994;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;28-07-2009;0;37.9;22.6
MH507999;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;15-06-2010;0;33.1;17.7
MH508000;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;25-06-2010;0;33.1;17.7
MH508001;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;29-06-2010;0;33.1;17.7
MH508004;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;08-07-2010;0;36.6;21.2
MH508005;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;08-07-2010;0;36.6;21.2
MH508006;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;09-07-2010;0;36.6;21.2
MH508007;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;09-07-2010;0;36.6;21.2
MH508008;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;28-07-2010;0;36.6;21.2
MH508022;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;15-07-2011;0;36.5;21
MH508023;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;27-07-2011;0;36.5;21
MH508027;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;19-06-2012;0;33.1;17.4
MH508028;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;02-07-2012;0.02;36.2;20.5
MH508030;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;19-07-2012;0.02;36.2;20.5
MH508032;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;18-07-2014;0;37.7;23.7
OZ201646;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;16-08-2018;5.8;28.6;18.9
OZ201661;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;16-08-2018;5.8;28.6;18.9
OZ201840;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;16-08-2018;5.8;28.6;18.9
OZ201845;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;16-08-2018;5.8;28.6;18.9
OZ201657;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;20-08-2018;5.8;28.6;18.9
OZ201854;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;21-08-2018;5.8;28.6;18.9
OZ201429;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;22-08-2018;5.8;28.6;18.9
OZ201438;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;22-08-2018;5.8;28.6;18.9
OZ201898;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;22-08-2018;5.8;28.6;18.9
OZ201906;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;22-08-2018;5.8;28.6;18.9
OZ201894;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;23-08-2018;5.8;28.6;18.9
OZ201765;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;27-08-2018;5.8;28.6;18.9
OZ201773;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;27-08-2018;5.8;28.6;18.9
OZ201799;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;27-08-2018;5.8;28.6;18.9
OZ201802;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;27-08-2018;5.8;28.6;18.9
OZ201611;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;28-08-2018;5.8;28.6;18.9
OZ201917;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;29-08-2018;5.8;28.6;18.9
OZ201575;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;30-08-2018;5.8;28.6;18.9
OZ201750;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;05-09-2018;8.68;23.5;14.9
OZ201425;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;06-09-2018;8.68;23.5;14.9
OZ201534;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;06-09-2018;8.68;23.5;14.9
OZ201921;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;06-09-2018;8.68;23.5;14.9
OZ201911;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;11-09-2018;8.68;23.5;14.9
OZ201905;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;13-09-2018;8.68;23.5;14.9
OZ201703;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;17-09-2018;8.68;23.5;14.9
OZ201702;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;19-09-2018;8.68;23.5;14.9
OZ201412;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;20-09-2018;8.68;23.5;14.9
OZ201731;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;20-09-2018;8.68;23.5;14.9
OZ201727;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;10-10-2018;4.99;16.2;6.4
OZ201722;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;30-07-2019;4.61;29.8;18.2
OZ201813;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;13-08-2019;4.29;27.5;15.9
OZ201460;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;15-08-2019;4.29;27.5;15.9
OZ201671;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;19-08-2019;4.29;27.5;15.9
OZ201474;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;28-08-2019;4.29;27.5;15.9
OZ201377;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;29-08-2019;4.29;27.5;15.9
OZ201338;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;05-09-2019;1.89;23.9;11.5
OZ201358;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;05-09-2019;1.89;23.9;11.5
OZ201564;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;05-09-2019;1.89;23.9;11.5
OZ201808;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;23-08-2018;5.8;28.6;18.9
OZ201797;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;27-08-2018;5.8;28.6;18.9
OZ201751;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;04-09-2018;8.68;23.5;14.9
OZ201375;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;01-08-2019;4.29;27.5;15.9
OZ201758;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;20-08-2019;4.29;27.5;15.9
OZ201472;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;29-08-2019;4.29;27.5;15.9
OZ201352;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;03-09-2019;1.89;23.9;11.5
OZ201570;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;03-09-2019;1.89;23.9;11.5
OQ721203;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;26-08-2013;0.57;30.4;14.2
OQ721356;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;26-08-2013;0.57;30.4;14.2
OQ721407;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;26-08-2013;0.57;30.4;14.2
OQ721754;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;26-08-2013;0.57;30.4;14.2
OQ721242;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;02-09-2013;6.09;25.2;11.6
OQ721287;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;02-09-2013;6.09;25.2;11.6
OQ721665;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;28-07-2014;3.06;29.7;14.8
OQ721412;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;04-08-2014;0.59;28.7;13.3
OQ721642;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;04-08-2014;0.59;28.7;13.3
OQ721686;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;04-08-2014;0.59;28.7;13.3
OQ721490;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;18-08-2014;0.59;28.7;13.3
OQ721611;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;25-08-2014;0.59;28.7;13.3
OQ721513;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;27-07-2015;1.69;;
OQ721189;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;03-08-2015;0.69;;
OQ721309;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;03-08-2015;0.69;;
OQ721338;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;31-08-2015;0.69;;
OQ721426;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;27-06-2016;0.05;30.4;13.3
OQ721336;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;18-07-2016;0.91;31.8;15.3
OQ721251;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;08-08-2016;0.78;29.1;12.7
OQ721824;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;08-08-2016;0.78;29.1;12.7
OQ721169;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;17-07-2017;0.96;31.8;15.5
OQ721463;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;21-08-2017;2.38;28;12.9
OQ721603;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;16-07-2018;2.22;30.8;15.1
OQ721440;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;23-07-2018;2.22;30.8;15.1
OQ721735;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;23-07-2018;2.22;30.8;15.1
OZ201910;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;06-09-2018;8.68;23.5;14.9
OZ201907;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;10-09-2018;8.68;23.5;14.9
OZ201892;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;11-09-2018;8.68;23.5;14.9
OZ201878;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;13-09-2018;8.68;23.5;14.9
OZ201329;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;17-09-2018;8.68;23.5;14.9
OZ201735;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;19-09-2018;8.68;23.5;14.9
OZ201732;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;20-09-2018;8.68;23.5;14.9
OZ201399;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;26-09-2018;8.68;23.5;14.9
OZ201734;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;02-10-2018;4.99;16.2;6.4
OZ201728;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;03-10-2018;4.99;16.2;6.4
OZ201430;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;30-07-2019;4.61;29.8;18.2
OZ201635;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;10-09-2019;1.89;23.9;11.5
OZ201716;USA;USA:Connecticut;USA;CT;Culiseta morsitans;Culicidae;;09-08-2016;3.98;29.3;17.7
OZ201701;USA;USA:Connecticut;USA;CT;Ochlerotatus canadensis;Culicidae;;17-09-2018;8.68;23.5;14.9
KC290940;Turkey;Eastern Thrace, Turkey;Turkey;;Ochlerotatus caspius;Culicidae;;05-07-2012;0.05;34.1;21.3
KC290941;Turkey;Eastern Thrace, Turkey;Turkey;;Ochlerotatus caspius;Culicidae;;05-07-2012;0.05;34.1;21.3
OZ201416;USA;USA:Connecticut;USA;CT;Psorophora ferox;Culicidae;;09-10-2018;4.99;16.2;6.4
