Accession;Organism_Name;GenBank_RefSeq;Assembly;Org_location;Release_Date;Isolate;Species;Length;Nuc_Completeness;Geo_Location;Country;USA;Host;Tissue_Specimen_Source;Collection_Date
OZ201409;West Nile virus;GenBank;;USA;2024-11-07;WR91G-8-31-Cxp;Orthoflavivirus nilense;11027;partial;USA:Connecticut;USA;CT;Culex pipiens;;2017-08-31
OZ201410;West Nile virus;GenBank;;USA;2024-11-07;SM62G-8-22-Cxp-2;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2016-08-22
OZ201411;West Nile virus;GenBank;;USA;2024-11-07;NC32G-8-16-Cxp;Orthoflavivirus nilense;11027;partial;USA:Connecticut;USA;CT;Culex pipiens;;2017-08-16
OZ201412;West Nile virus;GenBank;;USA;2024-11-07;NB55G-9-20-Cxr;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex restuans;;2018-09-20
OZ201413;West Nile virus;GenBank;;USA;2024-11-07;WR91G-8-14-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2019-08-14
OZ201414;West Nile virus;GenBank;;USA;2024-11-07;EH43G-7-30-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2019-07-30
OZ201415;West Nile virus;GenBank;;USA;2024-11-07;SM62G-9-5-Cxp;Orthoflavivirus nilense;11027;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-09-05
OZ201416;West Nile virus;GenBank;;USA;2024-11-07;SH60L-10-9-Psf;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Psorophora ferox;;2018-10-09
OZ201417;West Nile virus;GenBank;;USA;2024-11-07;BP105G-7-19-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-07-19
OZ201418;West Nile virus;GenBank;;USA;2024-11-07;SW86L-8-14-Cqp-3;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Coquillettidia perturbans;;2018-08-14
OZ201419;West Nile virus;GenBank;;USA;2024-11-07;DB76L-8-6-Cqp-21;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Coquillettidia perturbans;;2018-08-06
OZ201420;West Nile virus;GenBank;;USA;2024-11-07;WR91G-8-23-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2017-08-23
OZ201421;West Nile virus;GenBank;;USA;2024-11-07;WP69G-8-27-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-08-27
OZ201422;West Nile virus;GenBank;;USA;2024-11-07;SM62G-8-23-Cxp-3;Orthoflavivirus nilense;11027;partial;USA:Connecticut;USA;CT;Culex pipiens;;2017-08-23
OZ201423;West Nile virus;GenBank;;USA;2024-11-07;WO73G-8-14-Cxp;Orthoflavivirus nilense;11028;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-08-14
OZ201424;West Nile virus;GenBank;;USA;2024-11-07;SM88G-8-17-Cxp-3;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2016-08-17
OZ201425;West Nile virus;GenBank;;USA;2024-11-07;HA78G-9-6-Cxr;Orthoflavivirus nilense;11027;partial;USA:Connecticut;USA;CT;Culex restuans;;2018-09-06
OZ201426;West Nile virus;GenBank;;USA;2024-11-07;HA78G-8-2-Cxr;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex restuans;;2018-08-02
OZ201427;West Nile virus;GenBank;;USA;2024-11-07;ST64G-7-31-Cxp;Orthoflavivirus nilense;11027;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-07-31
OZ201428;West Nile virus;GenBank;;USA;2024-11-07;SM88G-8-2-Cxp-3;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-08-02
OZ201429;West Nile virus;GenBank;;USA;2024-11-07;SM62G-8-22-Cxr;Orthoflavivirus nilense;11030;partial;USA:Connecticut;USA;CT;Culex restuans;;2018-08-22
OZ201430;West Nile virus;GenBank;;USA;2024-11-07;SM88L-7-30-Cme;Orthoflavivirus nilense;11028;partial;USA:Connecticut;USA;CT;Culiseta melanura;;2019-07-30
OZ201431;West Nile virus;GenBank;;USA;2024-11-07;NG85G-8-2-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-08-02
OZ201432;West Nile virus;GenBank;;USA;2024-11-07;D42G-8-28-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2017-08-28
OZ201433;West Nile virus;GenBank;;USA;2024-11-07;TR66G-8-16-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-08-16
OZ201434;West Nile virus;GenBank;;USA;2024-11-07;SM62G-7-19-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-07-19
OZ201435;West Nile virus;GenBank;;USA;2024-11-07;WH104G-8-2-Cxp-2;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-08-02
OZ201436;West Nile virus;GenBank;;USA;2024-11-07;SM62G-7-31-Cxp-2;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-07-31
OZ201437;West Nile virus;GenBank;;USA;2024-11-07;E44L-8-22-Cme;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culiseta melanura;;2018-08-22
OZ201438;West Nile virus;GenBank;;USA;2024-11-07;SM63G-8-22-Cxr;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex restuans;;2018-08-22
OZ201439;West Nile virus;GenBank;;USA;2024-11-07;WG89G-9-14-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2016-09-14
OZ201440;West Nile virus;GenBank;;USA;2024-11-07;ME81G-9-5-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-09-05
OZ201441;West Nile virus;GenBank;;USA;2024-11-07;SM88G-8-17-Cxp-2;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2016-08-17
OZ201442;West Nile virus;GenBank;;USA;2024-11-07;WR91G-8-27-Cxp;Orthoflavivirus nilense;11027;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-08-27
OZ201443;West Nile virus;GenBank;;USA;2024-11-07;FF31G-8-22-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-08-22
OZ201444;West Nile virus;GenBank;;USA;2024-11-07;WE93G-8-9-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-08-09
OZ201445;West Nile virus;GenBank;;USA;2024-11-07;BP39G-8-17-Cxp;Orthoflavivirus nilense;11027;partial;USA:Connecticut;USA;CT;Culex pipiens;;2016-08-17
OZ201446;West Nile virus;GenBank;;USA;2024-11-07;EH43G-8-9-Cxp;Orthoflavivirus nilense;11027;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-08-09
OZ201447;West Nile virus;GenBank;;USA;2024-11-07;SM62G-8-17-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2016-08-17
OZ201448;West Nile virus;GenBank;;USA;2024-11-07;D42G-8-15-Cxp;Orthoflavivirus nilense;11027;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-08-15
OZ201449;West Nile virus;GenBank;;USA;2024-11-07;HA78G-8-1-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2019-08-01
OZ201450;West Nile virus;GenBank;;USA;2024-11-07;WO73G-9-5-Cxp;Orthoflavivirus nilense;11027;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-09-05
OZ201451;West Nile virus;GenBank;;USA;2024-11-07;BP105L-9-7-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2016-09-07
OZ201452;West Nile virus;GenBank;;USA;2024-11-07;WP69G-8-16-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2017-08-16
OZ201453;West Nile virus;GenBank;;USA;2024-11-07;WE93G-7-31-Cxp;Orthoflavivirus nilense;11026;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-07-31
OZ201454;West Nile virus;GenBank;;USA;2024-11-07;SM88G-8-17-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2016-08-17
OZ201455;West Nile virus;GenBank;;USA;2024-11-07;MF83G-9-15-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2016-09-15
OZ201456;West Nile virus;GenBank;;USA;2024-11-07;MC80G-9-5-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-09-05
OZ201457;West Nile virus;GenBank;;USA;2024-11-07;NB55L-7-31-Cme-5;Orthoflavivirus nilense;11027;partial;USA:Connecticut;USA;CT;Culiseta melanura;;2018-07-31
OZ201458;West Nile virus;GenBank;;USA;2024-11-07;SM62G-8-23-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2016-08-23
OZ201459;West Nile virus;GenBank;;USA;2024-11-07;SM88G-8-29-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2016-08-29
OZ201460;West Nile virus;GenBank;;USA;2024-11-07;HA78G-8-15-Cxr;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex restuans;;2019-08-15
OZ201461;West Nile virus;GenBank;;USA;2024-11-07;GR46G-9-4-Cxp-6;Orthoflavivirus nilense;11027;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-09-04
OZ201462;West Nile virus;GenBank;;USA;2024-11-07;NH54G-8-31-Cxp;Orthoflavivirus nilense;11028;partial;USA:Connecticut;USA;CT;Culex pipiens;;2016-08-31
OZ201463;West Nile virus;GenBank;;USA;2024-11-07;BP40B-9-4-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-09-04
OZ201464;West Nile virus;GenBank;;USA;2024-11-07;NH54G-9-4-Cxp;Orthoflavivirus nilense;11026;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-09-04
OZ201465;West Nile virus;GenBank;;USA;2024-11-07;SM88G-8-30-Cxp;Orthoflavivirus nilense;11027;partial;USA:Connecticut;USA;CT;Culex pipiens;;2016-08-30
OZ201466;West Nile virus;GenBank;;USA;2024-11-07;WE93G-9-8-Cxp;Orthoflavivirus nilense;11027;partial;USA:Connecticut;USA;CT;Culex pipiens;;2016-09-08
OZ201467;West Nile virus;GenBank;;USA;2024-11-07;NO57G-8-17-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2017-08-17
OZ201468;West Nile virus;GenBank;;USA;2024-11-07;FF45L-8-25-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2016-08-25
OZ201469;West Nile virus;GenBank;;USA;2024-11-07;MC80G-8-1-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-08-01
OZ201470;West Nile virus;GenBank;;USA;2024-11-07;SM62G-9-16-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2019-09-16
OZ201471;West Nile virus;GenBank;;USA;2024-11-07;ST64L-9-12-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2016-09-12
OZ201472;West Nile virus;GenBank;;USA;2024-11-07;BP40L-8-29-Cxs-23;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex salinarius;;2019-08-29
OZ201473;West Nile virus;GenBank;;USA;2024-11-07;WR91G-8-30-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2016-08-30
OZ201474;West Nile virus;GenBank;;USA;2024-11-07;EH43G-8-28-Cxr;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex restuans;;2019-08-28
OZ201475;West Nile virus;GenBank;;USA;2024-11-07;NO57G-7-26-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-07-26
OZ201476;West Nile virus;GenBank;;USA;2024-11-07;SM62G-9-8-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2016-09-08
OZ201477;West Nile virus;GenBank;;USA;2024-11-07;N36G-9-5-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-09-05
OZ201478;West Nile virus;GenBank;;USA;2024-11-07;WH104G-9-6-Cxp;Orthoflavivirus nilense;11028;partial;USA:Connecticut;USA;CT;Culex pipiens;;2016-09-06
OZ201479;West Nile virus;GenBank;;USA;2024-11-07;WO73L-9-5-Cme;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culiseta melanura;;2018-09-05
OZ201480;West Nile virus;GenBank;;USA;2024-11-07;NH54G-8-16-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2017-08-16
OZ201481;West Nile virus;GenBank;;USA;2024-11-07;BP40G-7-31-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-07-31
OZ201482;West Nile virus;GenBank;;USA;2024-11-07;BB17G-7-31-Cxr;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex restuans;;2018-07-31
OZ201483;West Nile virus;GenBank;;USA;2024-11-07;GR46G-7-31-Cxp-3;Orthoflavivirus nilense;11027;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-07-31
OZ201484;West Nile virus;GenBank;;USA;2024-11-07;NC32G-8-1-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-08-01
OZ201485;West Nile virus;GenBank;;USA;2024-11-07;SM62G-8-16-Cxp-2;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2017-08-16
OZ201486;West Nile virus;GenBank;;USA;2024-11-07;SM62L-8-15-Cxs;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex salinarius;;2017-08-15
OZ201487;West Nile virus;GenBank;;USA;2024-11-07;NH54G-8-14-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2019-08-14
OZ201488;West Nile virus;GenBank;;USA;2024-11-07;SM62L-7-31-Cxs;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex salinarius;;2018-07-31
OZ201489;West Nile virus;GenBank;;USA;2024-11-07;SH60L-9-6-Cxp;Orthoflavivirus nilense;11028;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-09-06
OZ201490;West Nile virus;GenBank;;USA;2024-11-07;ST64G-7-30-Cxp;Orthoflavivirus nilense;11027;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-07-30
OZ201491;West Nile virus;GenBank;;USA;2024-11-07;SM62G-8-15-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2017-08-15
OZ201492;West Nile virus;GenBank;;USA;2024-11-07;GR46G-7-31-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-07-31
OZ201493;West Nile virus;GenBank;;USA;2024-11-07;BF38G-8-24-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2017-08-24
OZ201494;West Nile virus;GenBank;;USA;2024-11-07;SM62G-8-1-Cxp;Orthoflavivirus nilense;11027;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-08-01
OZ201495;West Nile virus;GenBank;;USA;2024-11-07;WH104L-8-1-Cxr;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex restuans;;2018-08-01
OZ201496;West Nile virus;GenBank;;USA;2024-11-07;SM62G-8-22-Cxr;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex restuans;;2016-08-22
OZ201497;West Nile virus;GenBank;;USA;2024-11-07;SM62G-9-5-Cxp-2;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-09-05
OZ201498;West Nile virus;GenBank;;USA;2024-11-07;OR59G-7-26-Cxp;Orthoflavivirus nilense;11027;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-07-26
OZ201499;West Nile virus;GenBank;;USA;2024-11-07;WH104G-8-14-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2019-08-14
OZ201500;West Nile virus;GenBank;;USA;2024-11-07;WB90G-7-26-Cxr;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex restuans;;2018-07-26
OZ201501;West Nile virus;GenBank;;USA;2024-11-07;D41G-8-30-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2016-08-30
OZ201502;West Nile virus;GenBank;;USA;2024-11-07;NO58G-7-26-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-07-26
OZ201503;West Nile virus;GenBank;;USA;2024-11-07;FF45G-9-12-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2016-09-12
OZ201504;West Nile virus;GenBank;;USA;2024-11-07;WG89L-7-26-Cxp;Orthoflavivirus nilense;11027;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-07-26
OZ201505;West Nile virus;GenBank;;USA;2024-11-07;SM62G-8-16-Cxp-3;Orthoflavivirus nilense;11027;partial;USA:Connecticut;USA;CT;Culex pipiens;;2017-08-16
OZ201506;West Nile virus;GenBank;;USA;2024-11-07;NV56G-9-5-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-09-05
OZ201507;West Nile virus;GenBank;;USA;2024-11-07;SM62L-8-15-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2017-08-15
OZ201508;West Nile virus;GenBank;;USA;2024-11-07;GR48G-7-30-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-07-30
OZ201509;West Nile virus;GenBank;;USA;2024-11-07;EH43L-8-29-Cqp;Orthoflavivirus nilense;11026;partial;USA:Connecticut;USA;CT;Coquillettidia perturbans;;2019-08-29
OZ201510;West Nile virus;GenBank;;USA;2024-11-07;MF51G-7-26-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-07-26
OZ201511;West Nile virus;GenBank;;USA;2024-11-07;SW86G-8-21-Cxp;Orthoflavivirus nilense;11027;partial;USA:Connecticut;USA;CT;Culex pipiens;;2019-08-21
OZ201512;West Nile virus;GenBank;;USA;2024-11-07;MF83G-8-8-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-08-08
OZ201513;West Nile virus;GenBank;;USA;2024-11-07;HA78G-8-19-Cxp-2;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2019-08-19
OZ201514;West Nile virus;GenBank;;USA;2024-11-07;NO58L-7-26-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-07-26
OZ201515;West Nile virus;GenBank;;USA;2024-11-07;NO58G-8-19-Cxp-3;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2019-08-19
OZ201516;West Nile virus;GenBank;;USA;2024-11-07;NH54G-7-25-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-07-25
OZ201517;West Nile virus;GenBank;;USA;2024-11-07;BP105L-8-21-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2019-08-21
OZ201518;West Nile virus;GenBank;;USA;2024-11-07;BB17L-7-25-Ocd-2;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Ochlerotatus canadensis;;2018-07-25
OZ201519;West Nile virus;GenBank;;USA;2024-11-07;BP105G-7-30-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-07-30
OZ201520;West Nile virus;GenBank;;USA;2024-11-07;BP105G-8-21-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2019-08-21
OZ201521;West Nile virus;GenBank;;USA;2024-11-07;MF83G-7-26-Cxr;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex restuans;;2018-07-26
OZ201522;West Nile virus;GenBank;;USA;2024-11-07;WH104L-8-27-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2019-08-27
OZ201523;West Nile virus;GenBank;;USA;2024-11-07;WP69G-7-26-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-07-26
OZ201524;West Nile virus;GenBank;;USA;2024-11-07;SM88G-8-10-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2017-08-10
OZ201525;West Nile virus;GenBank;;USA;2024-11-07;NH54G-8-22-Cxp;Orthoflavivirus nilense;11027;partial;USA:Connecticut;USA;CT;Culex pipiens;;2019-08-22
OZ201526;West Nile virus;GenBank;;USA;2024-11-07;NC32G-8-8-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-08-08
OZ201527;West Nile virus;GenBank;;USA;2024-11-07;BP105G-8-29-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2019-08-29
OZ201528;West Nile virus;GenBank;;USA;2024-11-07;SM62G-8-22-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2019-08-22
OZ201529;West Nile virus;GenBank;;USA;2024-11-07;WR91G-8-14-Cxp-2;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2019-08-14
OZ201530;West Nile virus;GenBank;;USA;2024-11-07;GR46G-7-25-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-07-25
OZ201531;West Nile virus;GenBank;;USA;2024-11-07;NH54G-8-27-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2019-08-27
OZ201532;West Nile virus;GenBank;;USA;2024-11-07;HA78G-9-6-Cxp;Orthoflavivirus nilense;11027;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-09-06
OZ201533;West Nile virus;GenBank;;USA;2024-11-07;SM63L-8-9-Cxp;Orthoflavivirus nilense;11030;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-08-09
OZ201534;West Nile virus;GenBank;;USA;2024-11-07;WT68G-9-6-Cxr;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex restuans;;2018-09-06
OZ201535;West Nile virus;GenBank;;USA;2024-11-07;D41G-8-22-Cxp;Orthoflavivirus nilense;11030;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-08-22
OZ201536;West Nile virus;GenBank;;USA;2024-11-07;NB55G-8-9-Cxp;Orthoflavivirus nilense;11027;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-08-09
OZ201537;West Nile virus;GenBank;;USA;2024-11-07;BP105L-8-21-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-08-21
OZ201538;West Nile virus;GenBank;;USA;2024-11-07;SM63G-8-22-Cxp;Orthoflavivirus nilense;11030;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-08-22
OZ201539;West Nile virus;GenBank;;USA;2024-11-07;BE74G-9-6-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-09-06
OZ201540;West Nile virus;GenBank;;USA;2024-11-07;NC32G-8-8-Cxr;Orthoflavivirus nilense;11027;partial;USA:Connecticut;USA;CT;Culex restuans;;2018-08-08
OZ201541;West Nile virus;GenBank;;USA;2024-11-07;ST64G-8-9-Cxp;Orthoflavivirus nilense;11027;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-08-09
OZ201542;West Nile virus;GenBank;;USA;2024-11-07;BP105L-8-13-Aal;Orthoflavivirus nilense;11027;partial;USA:Connecticut;USA;CT;Aedes albopictus;;2018-08-13
OZ201543;West Nile virus;GenBank;;USA;2024-11-07;GR48G-8-21-Cxp;Orthoflavivirus nilense;11026;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-08-21
OZ201544;West Nile virus;GenBank;;USA;2024-11-07;SM88G-8-9-Cxr;Orthoflavivirus nilense;11027;partial;USA:Connecticut;USA;CT;Culex restuans;;2018-08-09
OZ201545;West Nile virus;GenBank;;USA;2024-11-07;SM63L-8-22-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-08-22
OZ201546;West Nile virus;GenBank;;USA;2024-11-07;SM88G-8-9-Cxp-4;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-08-09
OZ201547;West Nile virus;GenBank;;USA;2024-11-07;FF45G-8-22-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-08-22
OZ201548;West Nile virus;GenBank;;USA;2024-11-07;BP105G-8-9-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-08-09
OZ201549;West Nile virus;GenBank;;USA;2024-11-07;TR66L-9-6-Cme;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culiseta melanura;;2018-09-06
OZ201550;West Nile virus;GenBank;;USA;2024-11-07;MO52L-8-8-Cxr;Orthoflavivirus nilense;11024;partial;USA:Connecticut;USA;CT;Culex restuans;;2018-08-08
OZ201551;West Nile virus;GenBank;;USA;2024-11-07;BB17G-8-22-Cxp;Orthoflavivirus nilense;11029;partial;USA:Connecticut;USA;CT;Culex pipiens;;2018-08-22
